,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Age,Batch,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Cluster
44,41728.0,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,46,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
45,72550.0,1,1,39,826,50,317,50,38,38,9,5,2,12,8,0,0,0,0,0,0,60,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
46,65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,57,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
47,79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,50,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
48,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,37,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
49,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,37,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
50,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,36,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
51,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,59,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
52,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,48,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
53,27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,26,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
54,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,46,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
55,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,32,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
56,66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,39,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
57,61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,62,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
58,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,63,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
59,70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,66,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
60,25721.0,1,0,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,1,43,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
61,32474.0,1,1,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,47,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
62,88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,35,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
63,69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,56,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
64,74854.0,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,44,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
65,66991.0,0,0,1,496,36,460,189,60,12,3,4,8,6,3,0,0,0,0,0,0,60,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
66,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,55,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
67,60631.0,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,39,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
68,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,62,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
69,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,37,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
70,75251.0,0,0,34,721,111,925,97,18,18,1,7,6,5,5,0,0,0,0,0,1,42,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
71,75825.0,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,1,38,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
72,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,38,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
73,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,49,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
74,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,29,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
75,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,45,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
76,23559.0,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,41,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
77,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,51,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
78,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,27,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
79,29440.0,1,1,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,54,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
80,36138.0,1,1,48,130,0,16,0,0,5,5,3,1,4,7,0,1,0,0,0,0,44,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
81,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,1,57,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
82,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,41,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
83,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,47,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
84,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,42,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
85,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,44,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
86,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,31,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
87,47916.0,0,1,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,54,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
88,51813.0,1,1,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,42,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
89,78497.0,0,0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,63,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
90,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,31,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
91,47823.0,0,1,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,54,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
92,34554.0,0,1,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,55,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
93,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,35,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
94,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,69,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
95,87195.0,0,0,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,1,55,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
96,24594.0,1,0,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,35,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
97,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,50,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
98,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,45,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
99,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,36,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
100,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,54,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
101,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,35,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
102,68126.0,0,0,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,1,23,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
103,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,51,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
104,86037.0,0,0,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,1,23,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
105,43974.0,1,0,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,34,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
106,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,52,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
107,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,44,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
108,36550.0,1,0,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,36,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
109,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,47,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
110,21918.0,1,0,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,45,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
111,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,61,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
112,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,47,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
113,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,29,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
114,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,38,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
115,101970.0,0,0,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,1,31,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
116,71488.0,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,49,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
117,79607.0,0,0,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,1,30,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
118,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,61,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
119,77376.0,1,1,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,58,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
120,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,62,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
121,61331.0,1,1,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,56,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
122,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,45,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
123,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,50,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
124,62981.0,0,0,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,47,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
125,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,38,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
126,33762.0,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,55,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
127,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,1,41,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
128,36921.0,1,1,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,49,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
129,92859.0,0,0,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,22,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
130,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,1,38,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
131,86111.0,0,0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,52,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
132,68352.0,0,1,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,40,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3
133,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,26,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
134,59809.0,0,2,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,38,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
135,23957.0,1,0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,1,39,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
136,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,0,33,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
137,35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,41,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
138,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,48,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
139,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,61,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
140,65747.0,0,1,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,45,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
141,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,42,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
142,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,26,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
143,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,62,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
